date,new_cases,total_cases,new_deaths,total_deaths,people_vaccinated,people_fully_vaccinated,new_vaccinations,population,case_fatality_rate,cases_per_100k,vaccination_rate
2020-11-16,0.0,27711.0,0.0,917.0,20.0,3.0,2769.0,26177410,3.31,0.0,0.0
2020-11-17,0.0,27711.0,0.0,917.0,20.0,3.0,2769.0,26177410,3.31,0.0,0.0
2020-11-18,0.0,27711.0,0.0,917.0,20.0,3.0,2769.0,26177410,3.31,0.0,0.0
2020-11-19,0.0,27711.0,0.0,917.0,20.0,3.0,2769.0,26177410,3.31,0.0,0.0
2020-11-20,0.0,27711.0,0.0,917.0,20.0,3.0,2769.0,26177410,3.31,0.0,0.0
2020-11-21,0.0,27711.0,0.0,917.0,20.0,3.0,2769.0,26177410,3.31,0.0,0.0
2020-11-22,96.0,27807.0,0.0,917.0,20.0,3.0,2769.0,26177410,3.3,0.37,0.0
2020-11-23,0.0,27807.0,0.0,917.0,20.0,3.0,2769.0,26177410,3.3,0.0,0.0
2020-11-24,0.0,27807.0,0.0,917.0,20.0,3.0,2769.0,26177410,3.3,0.0,0.0
2020-11-25,0.0,27807.0,0.0,917.0,20.0,3.0,2769.0,26177410,3.3,0.0,0.0
2020-11-26,0.0,27807.0,0.0,917.0,20.0,3.0,2769.0,26177410,3.3,0.0,0.0
2020-11-27,0.0,27807.0,0.0,917.0,20.0,3.0,2769.0,26177410,3.3,0.0,0.0
2020-11-28,0.0,27807.0,0.0,917.0,20.0,3.0,2769.0,26177410,3.3,0.0,0.0
2020-11-29,78.0,27885.0,1.0,918.0,20.0,3.0,2769.0,26177410,3.29,0.3,0.0
2020-11-30,0.0,27885.0,0.0,918.0,20.0,3.0,2769.0,26177410,3.29,0.0,0.0
2020-12-01,0.0,27885.0,0.0,918.0,20.0,3.0,2769.0,26177410,3.29,0.0,0.0
2020-12-02,0.0,27885.0,0.0,918.0,20.0,3.0,2769.0,26177410,3.29,0.0,0.0
2020-12-03,0.0,27885.0,0.0,918.0,20.0,3.0,2769.0,26177410,3.29,0.0,0.0
2020-12-04,0.0,27885.0,0.0,918.0,20.0,3.0,2769.0,26177410,3.29,0.0,0.0
2020-12-05,0.0,27885.0,0.0,918.0,20.0,3.0,2769.0,26177410,3.29,0.0,0.0
2020-12-06,71.0,27956.0,1.0,919.0,20.0,3.0,2769.0,26177410,3.29,0.27,0.0
2020-12-07,0.0,27956.0,0.0,919.0,20.0,3.0,2769.0,26177410,3.29,0.0,0.0
2020-12-08,0.0,27956.0,0.0,919.0,20.0,3.0,2769.0,26177410,3.29,0.0,0.0
2020-12-09,0.0,27956.0,0.0,919.0,20.0,3.0,2769.0,26177410,3.29,0.0,0.0
2020-12-10,0.0,27956.0,0.0,919.0,20.0,3.0,2769.0,26177410,3.29,0.0,0.0
2020-12-11,0.0,27956.0,0.0,919.0,20.0,3.0,2769.0,26177410,3.29,0.0,0.0
2020-12-12,0.0,27956.0,0.0,919.0,20.0,3.0,2769.0,26177410,3.29,0.0,0.0
2020-12-13,69.0,28025.0,0.0,919.0,20.0,3.0,2769.0,26177410,3.28,0.26,0.0
2020-12-14,0.0,28025.0,0.0,919.0,20.0,3.0,2769.0,26177410,3.28,0.0,0.0
2020-12-15,0.0,28025.0,0.0,919.0,20.0,3.0,2769.0,26177410,3.28,0.0,0.0
2020-12-16,0.0,28025.0,0.0,919.0,20.0,3.0,2769.0,26177410,3.28,0.0,0.0
2020-12-17,0.0,28025.0,0.0,919.0,20.0,3.0,2769.0,26177410,3.28,0.0,0.0
2020-12-18,0.0,28025.0,0.0,919.0,20.0,3.0,2769.0,26177410,3.28,0.0,0.0
2020-12-19,0.0,28025.0,0.0,919.0,20.0,3.0,2769.0,26177410,3.28,0.0,0.0
2020-12-20,103.0,28128.0,0.0,919.0,20.0,3.0,2769.0,26177410,3.27,0.39,0.0
2020-12-21,0.0,28128.0,0.0,919.0,20.0,3.0,2769.0,26177410,3.27,0.0,0.0
2020-12-22,0.0,28128.0,0.0,919.0,20.0,3.0,2769.0,26177410,3.27,0.0,0.0
2020-12-23,0.0,28128.0,0.0,919.0,20.0,3.0,2769.0,26177410,3.27,0.0,0.0
2020-12-24,0.0,28128.0,0.0,919.0,20.0,3.0,2769.0,26177410,3.27,0.0,0.0
2020-12-25,0.0,28128.0,0.0,919.0,20.0,3.0,2769.0,26177410,3.27,0.0,0.0
2020-12-26,0.0,28128.0,0.0,919.0,20.0,3.0,2769.0,26177410,3.27,0.0,0.0
2020-12-27,168.0,28296.0,1.0,920.0,20.0,3.0,2769.0,26177410,3.25,0.64,0.0
2020-12-28,0.0,28296.0,0.0,920.0,20.0,3.0,2769.0,26177410,3.25,0.0,0.0
2020-12-29,0.0,28296.0,0.0,920.0,20.0,3.0,2769.0,26177410,3.25,0.0,0.0
2020-12-30,0.0,28296.0,0.0,920.0,20.0,3.0,2769.0,26177410,3.25,0.0,0.0
2020-12-31,0.0,28296.0,0.0,920.0,20.0,3.0,2769.0,26177410,3.25,0.0,0.0
2021-01-01,0.0,28296.0,0.0,920.0,20.0,3.0,2769.0,26177410,3.25,0.0,0.0
2021-01-02,0.0,28296.0,0.0,920.0,20.0,3.0,2769.0,26177410,3.25,0.0,0.0
2021-01-03,187.0,28483.0,2.0,922.0,20.0,3.0,2769.0,26177410,3.24,0.71,0.0
2021-01-04,0.0,28483.0,0.0,922.0,20.0,3.0,2769.0,26177410,3.24,0.0,0.0
2021-01-05,0.0,28483.0,0.0,922.0,20.0,3.0,2769.0,26177410,3.24,0.0,0.0
2021-01-06,0.0,28483.0,0.0,922.0,20.0,3.0,2769.0,26177410,3.24,0.0,0.0
2021-01-07,0.0,28483.0,0.0,922.0,20.0,3.0,2769.0,26177410,3.24,0.0,0.0
2021-01-08,0.0,28483.0,0.0,922.0,20.0,3.0,2769.0,26177410,3.24,0.0,0.0
2021-01-09,0.0,28483.0,0.0,922.0,20.0,3.0,2769.0,26177410,3.24,0.0,0.0
2021-01-10,112.0,28595.0,0.0,922.0,20.0,3.0,2769.0,26177410,3.22,0.43,0.0
2021-01-11,0.0,28595.0,0.0,922.0,20.0,3.0,2769.0,26177410,3.22,0.0,0.0
2021-01-12,0.0,28595.0,0.0,922.0,20.0,3.0,2769.0,26177410,3.22,0.0,0.0
2021-01-13,0.0,28595.0,0.0,922.0,20.0,3.0,2769.0,26177410,3.22,0.0,0.0
2021-01-14,0.0,28595.0,0.0,922.0,20.0,3.0,2769.0,26177410,3.22,0.0,0.0
2021-01-15,0.0,28595.0,0.0,922.0,20.0,3.0,2769.0,26177410,3.22,0.0,0.0
2021-01-16,0.0,28595.0,0.0,922.0,20.0,3.0,2769.0,26177410,3.22,0.0,0.0
2021-01-17,113.0,28708.0,1.0,923.0,20.0,3.0,2769.0,26177410,3.22,0.43,0.0
2021-01-18,0.0,28708.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.22,0.0,0.0
2021-01-19,0.0,28708.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.22,0.0,0.0
2021-01-20,0.0,28708.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.22,0.0,0.0
2021-01-21,0.0,28708.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.22,0.0,0.0
2021-01-22,0.0,28708.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.22,0.0,0.0
2021-01-23,0.0,28708.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.22,0.0,0.0
2021-01-24,58.0,28766.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.21,0.22,0.0
2021-01-25,0.0,28766.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.21,0.0,0.0
2021-01-26,0.0,28766.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.21,0.0,0.0
2021-01-27,0.0,28766.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.21,0.0,0.0
2021-01-28,0.0,28766.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.21,0.0,0.0
2021-01-29,0.0,28766.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.21,0.0,0.0
2021-01-30,0.0,28766.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.21,0.0,0.0
2021-01-31,45.0,28811.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.2,0.17,0.0
2021-02-01,0.0,28811.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.2,0.0,0.0
2021-02-02,0.0,28811.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.2,0.0,0.0
2021-02-03,0.0,28811.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.2,0.0,0.0
2021-02-04,0.0,28811.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.2,0.0,0.0
2021-02-05,0.0,28811.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.2,0.0,0.0
2021-02-06,0.0,28811.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.2,0.0,0.0
2021-02-07,39.0,28850.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.2,0.15,0.0
2021-02-08,0.0,28850.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.2,0.0,0.0
2021-02-09,0.0,28850.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.2,0.0,0.0
2021-02-10,0.0,28850.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.2,0.0,0.0
2021-02-11,0.0,28850.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.2,0.0,0.0
2021-02-12,0.0,28850.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.2,0.0,0.0
2021-02-13,0.0,28850.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.2,0.0,0.0
2021-02-14,48.0,28898.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.19,0.18,0.0
2021-02-15,0.0,28898.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.19,0.0,0.0
2021-02-16,0.0,28898.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.19,0.0,0.0
2021-02-17,0.0,28898.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.19,0.0,0.0
2021-02-18,0.0,28898.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.19,0.0,0.0
2021-02-19,0.0,28898.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.19,0.0,0.0
2021-02-20,0.0,28898.0,0.0,923.0,20.0,3.0,2769.0,26177410,3.19,0.0,0.0
2021-02-21,28.0,28926.0,1.0,924.0,20.0,3.0,2769.0,26177410,3.19,0.11,0.0
2021-02-22,0.0,28926.0,0.0,924.0,2789.0,3.0,2769.0,26177410,3.19,0.0,0.01
2021-02-23,0.0,28926.0,0.0,924.0,6911.0,3.0,4125.0,26177410,3.19,0.0,0.03
2021-02-24,0.0,28926.0,0.0,924.0,16626.0,3.0,9715.0,26177410,3.19,0.0,0.06
2021-02-25,0.0,28926.0,0.0,924.0,23501.0,9.0,6881.0,26177410,3.19,0.0,0.09
2021-02-26,0.0,28926.0,0.0,924.0,29989.0,11.0,6490.0,26177410,3.19,0.0,0.11
2021-02-27,0.0,28926.0,0.0,924.0,31882.0,12.0,1894.0,26177410,3.19,0.0,0.12
2021-02-28,44.0,28970.0,0.0,924.0,34618.0,12.0,2736.0,26177410,3.19,0.17,0.13
2021-03-01,0.0,28970.0,0.0,924.0,41895.0,12.0,7277.0,26177410,3.19,0.0,0.16
2021-03-02,0.0,28970.0,0.0,924.0,51058.0,12.0,9163.0,26177410,3.19,0.0,0.2
2021-03-03,0.0,28970.0,0.0,924.0,60994.0,15.0,9939.0,26177410,3.19,0.0,0.23
2021-03-04,0.0,28970.0,0.0,924.0,71848.0,19.0,10858.0,26177410,3.19,0.0,0.27
2021-03-05,0.0,28970.0,0.0,924.0,76916.0,24.0,5073.0,26177410,3.19,0.0,0.29
2021-03-06,0.0,28970.0,0.0,924.0,81321.0,24.0,4405.0,26177410,3.19,0.0,0.31
2021-03-07,67.0,29037.0,0.0,924.0,86345.0,24.0,5024.0,26177410,3.18,0.26,0.33
2021-03-08,0.0,29037.0,0.0,924.0,94884.0,24.0,8539.0,26177410,3.18,0.0,0.36
2021-03-09,0.0,29037.0,0.0,924.0,108301.0,27.0,13420.0,26177410,3.18,0.0,0.41
2021-03-10,0.0,29037.0,0.0,924.0,124972.0,28.0,16672.0,26177410,3.18,0.0,0.48
2021-03-11,0.0,29037.0,0.0,924.0,135077.0,32.0,10109.0,26177410,3.18,0.0,0.52
2021-03-12,0.0,29037.0,0.0,924.0,159260.0,34.0,24185.0,26177410,3.18,0.0,0.61
2021-03-13,0.0,29037.0,0.0,924.0,162517.0,34.0,3257.0,26177410,3.18,0.0,0.62
2021-03-14,80.0,29117.0,1.0,925.0,164746.0,35.0,2230.0,26177410,3.18,0.31,0.63
2021-03-15,0.0,29117.0,0.0,925.0,182214.0,223.0,17656.0,26177410,3.18,0.0,0.7
2021-03-16,0.0,29117.0,0.0,925.0,203032.0,525.0,21120.0,26177410,3.18,0.0,0.78
2021-03-17,0.0,29117.0,0.0,925.0,224711.0,1346.0,22500.0,26177410,3.18,0.0,0.86
2021-03-18,0.0,29117.0,0.0,925.0,238673.0,2081.0,14697.0,26177410,3.18,0.0,0.91
2021-03-19,0.0,29117.0,0.0,925.0,251060.0,2771.0,13077.0,26177410,3.18,0.0,0.96
2021-03-20,0.0,29117.0,0.0,925.0,253858.0,2924.0,2951.0,26177410,3.18,0.0,0.97
2021-03-21,79.0,29196.0,0.0,925.0,262283.0,19677.0,25178.0,26177410,3.17,0.3,1.0
2021-03-22,0.0,29196.0,0.0,925.0,289317.0,23185.0,30542.0,26177410,3.17,0.0,1.11
2021-03-23,0.0,29196.0,0.0,925.0,334123.0,24379.0,46000.0,26177410,3.17,0.0,1.28
2021-03-24,0.0,29196.0,0.0,925.0,379837.0,28573.0,49908.0,26177410,3.17,0.0,1.45
2021-03-25,0.0,29196.0,0.0,925.0,427294.0,32861.0,51745.0,26177410,3.17,0.0,1.63
2021-03-26,0.0,29196.0,0.0,925.0,471771.0,34694.0,46310.0,26177410,3.17,0.0,1.8
2021-03-27,0.0,29196.0,0.0,925.0,488220.0,35969.0,17724.0,26177410,3.17,0.0,1.87
2021-03-28,64.0,29260.0,0.0,925.0,505085.0,36676.0,17572.0,26177410,3.16,0.24,1.93
2021-03-29,0.0,29260.0,0.0,925.0,551335.0,46190.0,55764.0,26177410,3.16,0.0,2.11
2021-03-30,0.0,29260.0,0.0,925.0,620336.0,50015.0,72826.0,26177410,3.16,0.0,2.37
2021-03-31,0.0,29260.0,0.0,925.0,671606.0,72724.0,73979.0,26177410,3.16,0.0,2.57
2021-04-01,0.0,29260.0,0.0,925.0,744369.0,79244.0,79283.0,26177410,3.16,0.0,2.84
2021-04-02,0.0,29260.0,0.0,925.0,747698.0,80361.0,4446.0,26177410,3.16,0.0,2.86
2021-04-03,0.0,29260.0,0.0,925.0,761864.0,81318.0,15123.0,26177410,3.16,0.0,2.91
2021-04-04,88.0,29348.0,1.0,926.0,762679.0,81630.0,1127.0,26177410,3.16,0.34,2.91
2021-04-05,0.0,29348.0,0.0,926.0,771972.0,83011.0,10674.0,26177410,3.16,0.0,2.95
2021-04-06,0.0,29348.0,0.0,926.0,829963.0,90371.0,65351.0,26177410,3.16,0.0,3.17
2021-04-07,0.0,29348.0,0.0,926.0,899641.0,96573.0,75880.0,26177410,3.16,0.0,3.44
2021-04-08,0.0,29348.0,0.0,926.0,940239.0,137272.0,81297.0,26177410,3.16,0.0,3.59
2021-04-09,0.0,29348.0,0.0,926.0,993668.0,145198.0,61355.0,26177410,3.16,0.0,3.8
2021-04-10,0.0,29348.0,0.0,926.0,1018671.0,147897.0,27702.0,26177410,3.16,0.0,3.89
2021-04-11,57.0,29405.0,0.0,926.0,1029486.0,148816.0,11734.0,26177410,3.15,0.22,3.93
2021-04-12,0.0,29405.0,0.0,926.0,1077574.0,157107.0,56379.0,26177410,3.15,0.0,4.12
2021-04-13,0.0,29405.0,0.0,926.0,1131621.0,164051.0,60991.0,26177410,3.15,0.0,4.32
2021-04-14,0.0,29405.0,0.0,926.0,1188424.0,170881.0,63633.0,26177410,3.15,0.0,4.54
2021-04-15,0.0,29405.0,0.0,926.0,1242588.0,177989.0,61272.0,26177410,3.15,0.0,4.75
2021-04-16,0.0,29405.0,0.0,926.0,1290409.0,184149.0,53981.0,26177410,3.15,0.0,4.93
2021-04-17,0.0,29405.0,0.0,926.0,1310866.0,186046.0,22354.0,26177410,3.15,0.0,5.01
2021-04-18,114.0,29519.0,2.0,928.0,1399808.0,186748.0,89644.0,26177410,3.14,0.44,5.35
2021-04-19,0.0,29519.0,0.0,928.0,1459097.0,194189.0,66730.0,26177410,3.14,0.0,5.57
2021-04-20,0.0,29519.0,0.0,928.0,1516390.0,201717.0,64821.0,26177410,3.14,0.0,5.79
2021-04-21,0.0,29519.0,0.0,928.0,1565322.0,220376.0,67591.0,26177410,3.14,0.0,5.98
2021-04-22,0.0,29519.0,0.0,928.0,1628307.0,227294.0,69903.0,26177410,3.14,0.0,6.22
2021-04-23,0.0,29519.0,0.0,928.0,1682424.0,231623.0,58446.0,26177410,3.14,0.0,6.43
2021-04-24,0.0,29519.0,0.0,928.0,1701357.0,232720.0,20030.0,26177410,3.14,0.0,6.5
2021-04-25,147.0,29666.0,0.0,928.0,1704743.0,232742.0,3408.0,26177410,3.13,0.56,6.51
2021-04-26,0.0,29666.0,0.0,928.0,1735756.0,233581.0,31852.0,26177410,3.13,0.0,6.63
2021-04-27,0.0,29666.0,0.0,928.0,1791020.0,238524.0,60207.0,26177410,3.13,0.0,6.84
2021-04-28,0.0,29666.0,0.0,928.0,1867045.0,245240.0,82741.0,26177410,3.13,0.0,7.13
2021-04-29,0.0,29666.0,0.0,928.0,1926672.0,252872.0,67259.0,26177410,3.13,0.0,7.36
2021-04-30,0.0,29666.0,0.0,928.0,1976315.0,258529.0,55300.0,26177410,3.13,0.0,7.55
2021-05-01,0.0,29666.0,0.0,928.0,1994063.0,260011.0,19230.0,26177410,3.13,0.0,7.62
2021-05-02,160.0,29826.0,0.0,928.0,1999899.0,260716.0,6541.0,26177410,3.11,0.61,7.64
2021-05-03,0.0,29826.0,0.0,928.0,2051573.0,265396.0,56354.0,26177410,3.11,0.0,7.84
2021-05-04,0.0,29826.0,0.0,928.0,2124394.0,271920.0,79345.0,26177410,3.11,0.0,8.12
2021-05-05,0.0,29826.0,0.0,928.0,2195139.0,278390.0,77215.0,26177410,3.11,0.0,8.39
2021-05-06,0.0,29826.0,0.0,928.0,2268890.0,285641.0,81002.0,26177410,3.11,0.0,8.67
2021-05-07,0.0,29826.0,0.0,928.0,2335211.0,292514.0,73194.0,26177410,3.11,0.0,8.92
2021-05-08,0.0,29826.0,0.0,928.0,2360192.0,294146.0,26613.0,26177410,3.11,0.0,9.02
2021-05-09,97.0,29923.0,0.0,928.0,2368476.0,294745.0,8883.0,26177410,3.1,0.37,9.05
2021-05-10,0.0,29923.0,0.0,928.0,2436106.0,300001.0,72886.0,26177410,3.1,0.0,9.31
2021-05-11,0.0,29923.0,0.0,928.0,2506399.0,306087.0,76379.0,26177410,3.1,0.0,9.57
2021-05-12,0.0,29923.0,0.0,928.0,2580660.0,314110.0,82284.0,26177410,3.1,0.0,9.86
2021-05-13,0.0,29923.0,0.0,928.0,2660509.0,320135.0,85874.0,26177410,3.1,0.0,10.16
2021-05-14,0.0,29923.0,0.0,928.0,2728447.0,328350.0,76153.0,26177410,3.1,0.0,10.42
2021-05-15,0.0,29923.0,0.0,928.0,2758361.0,330823.0,32387.0,26177410,3.1,0.0,10.54
2021-05-16,52.0,29975.0,0.0,928.0,2768527.0,331610.0,10953.0,26177410,3.1,0.2,10.58
2021-05-17,0.0,29975.0,0.0,928.0,2772593.0,410731.0,83187.0,26177410,3.1,0.0,10.59
2021-05-18,0.0,29975.0,0.0,928.0,2861133.0,417721.0,95530.0,26177410,3.1,0.0,10.93
2021-05-19,0.0,29975.0,0.0,928.0,2946301.0,425427.0,92874.0,26177410,3.1,0.0,11.26
2021-05-20,0.0,29975.0,0.0,928.0,3038105.0,434769.0,101146.0,26177410,3.1,0.0,11.61
2021-05-21,0.0,29975.0,0.0,928.0,3120757.0,434769.0,89621.0,26177410,3.1,0.0,11.92
2021-05-22,0.0,29975.0,0.0,928.0,3156107.0,434769.0,37469.0,26177410,3.1,0.0,12.06
2021-05-23,36.0,30011.0,0.0,928.0,3168814.0,434769.0,13089.0,26177410,3.09,0.14,12.11
2021-05-24,0.0,30011.0,0.0,928.0,3255437.0,435185.0,77569.0,26177410,3.09,0.0,12.44
2021-05-25,0.0,30011.0,0.0,928.0,3320569.0,474711.0,104658.0,26177410,3.09,0.0,12.68
2021-05-26,0.0,30011.0,0.0,928.0,3425248.0,481420.0,111388.0,26177410,3.09,0.0,13.08
2021-05-27,0.0,30011.0,0.0,928.0,3541569.0,489970.0,124871.0,26177410,3.09,0.0,13.53
2021-05-28,0.0,30011.0,0.0,928.0,3655905.0,497244.0,121610.0,26177410,3.09,0.0,13.97
2021-05-29,0.0,30011.0,0.0,928.0,3714197.0,498702.0,59750.0,26177410,3.09,0.0,14.19
2021-05-30,87.0,30098.0,0.0,928.0,3743622.0,499978.0,30701.0,26177410,3.08,0.33,14.3
2021-05-31,0.0,30098.0,0.0,928.0,3856485.0,506254.0,119139.0,26177410,3.08,0.0,14.73
2021-06-01,0.0,30098.0,0.0,928.0,3960329.0,541115.0,138705.0,26177410,3.08,0.0,15.13
2021-06-02,0.0,30098.0,0.0,928.0,4092509.0,550194.0,141259.0,26177410,3.08,0.0,15.63
2021-06-03,0.0,30098.0,0.0,928.0,4226528.0,559834.0,143659.0,26177410,3.08,0.0,16.15
2021-06-04,0.0,30098.0,0.0,928.0,4357962.0,569645.0,141245.0,26177410,3.08,0.0,16.65
2021-06-05,0.0,30098.0,0.0,928.0,4442925.0,573427.0,88745.0,26177410,3.08,0.0,16.97
2021-06-06,357.0,30455.0,0.0,928.0,4463413.0,613000.0,60061.0,26177410,3.05,1.36,17.05
2021-06-07,0.0,30455.0,0.0,928.0,4568516.0,635461.0,127564.0,26177410,3.05,0.0,17.45
2021-06-08,0.0,30455.0,0.0,928.0,4693030.0,651832.0,140885.0,26177410,3.05,0.0,17.93
2021-06-09,0.0,30455.0,0.0,928.0,4817746.0,669924.0,142808.0,26177410,3.05,0.0,18.4
2021-06-10,0.0,30455.0,0.0,928.0,4954528.0,686480.0,153338.0,26177410,3.05,0.0,18.93
2021-06-11,0.0,30455.0,0.0,928.0,4954528.0,703581.0,132916.0,26177410,3.05,0.0,18.93
2021-06-12,0.0,30455.0,0.0,928.0,4954528.0,710650.0,60822.0,26177410,3.05,0.0,18.93
2021-06-13,58.0,30513.0,0.0,928.0,5000913.0,866386.0,32553.0,26177410,3.04,0.22,19.1
2021-06-14,0.0,30513.0,0.0,928.0,5029208.0,902037.0,63946.0,26177410,3.04,0.0,19.21
2021-06-15,0.0,30513.0,0.0,928.0,5157291.0,926029.0,152075.0,26177410,3.04,0.0,19.7
2021-06-16,0.0,30513.0,0.0,928.0,5258090.0,961240.0,136010.0,26177410,3.04,0.0,20.09
2021-06-17,0.0,30513.0,0.0,928.0,5340569.0,1020097.0,141336.0,26177410,3.04,0.0,20.4
2021-06-18,0.0,30513.0,0.0,928.0,5447144.0,1044332.0,130810.0,26177410,3.04,0.0,20.81
2021-06-19,0.0,30513.0,0.0,928.0,5499359.0,1056670.0,64553.0,26177410,3.04,0.0,21.01
2021-06-20,87.0,30600.0,0.0,928.0,5509653.0,1081088.0,34712.0,26177410,3.03,0.33,21.05
2021-06-21,0.0,30600.0,0.0,928.0,5630732.0,1088652.0,128643.0,26177410,3.03,0.0,21.51
2021-06-22,0.0,30600.0,0.0,928.0,5645745.0,1214531.0,140892.0,26177410,3.03,0.0,21.57
2021-06-23,0.0,30600.0,0.0,928.0,5756508.0,1242690.0,138922.0,26177410,3.03,0.0,21.99
2021-06-24,0.0,30600.0,0.0,928.0,5777713.0,1359919.0,138434.0,26177410,3.03,0.0,22.07
2021-06-25,0.0,30600.0,0.0,928.0,5871374.0,1386231.0,119973.0,26177410,3.03,0.0,22.43
2021-06-26,0.0,30600.0,0.0,928.0,5876688.0,1449632.0,68715.0,26177410,3.03,0.0,22.45
2021-06-27,235.0,30835.0,0.0,928.0,5897308.0,1477358.0,48346.0,26177410,3.01,0.9,22.53
2021-06-28,0.0,30835.0,0.0,928.0,6021941.0,1478759.0,126034.0,26177410,3.01,0.0,23.0
2021-06-29,0.0,30835.0,0.0,928.0,6099088.0,1546497.0,144885.0,26177410,3.01,0.0,23.3
2021-06-30,0.0,30835.0,0.0,928.0,6109102.0,1633434.0,96951.0,26177410,3.01,0.0,23.34
2021-07-01,0.0,30835.0,0.0,928.0,6201581.0,1726273.0,185318.0,26177410,3.01,0.0,23.69
2021-07-02,0.0,30835.0,0.0,928.0,6274405.0,1808266.0,154817.0,26177410,3.01,0.0,23.97
2021-07-03,0.0,30835.0,0.0,928.0,6319911.0,1855746.0,92986.0,26177410,3.01,0.0,24.14
2021-07-04,276.0,31111.0,0.0,928.0,6348365.0,1877621.0,50329.0,26177410,2.98,1.05,24.25
2021-07-05,0.0,31111.0,0.0,928.0,6416805.0,1944225.0,135044.0,26177410,2.98,0.0,24.51
2021-07-06,0.0,31111.0,0.0,928.0,6496559.0,2023935.0,159464.0,26177410,2.98,0.0,24.82
2021-07-07,0.0,31111.0,0.0,928.0,6570649.0,2099475.0,149630.0,26177410,2.98,0.0,25.1
2021-07-08,0.0,31111.0,0.0,928.0,6646330.0,2180544.0,156750.0,26177410,2.98,0.0,25.39
2021-07-09,0.0,31111.0,0.0,928.0,6717106.0,2254598.0,144830.0,26177410,2.98,0.0,25.66
2021-07-10,0.0,31111.0,0.0,928.0,6766522.0,2303847.0,98665.0,26177410,2.98,0.0,25.85
2021-07-11,549.0,31660.0,2.0,930.0,6798066.0,2325721.0,53418.0,26177410,2.94,2.1,25.97
2021-07-12,0.0,31660.0,0.0,930.0,6869133.0,2400772.0,146118.0,26177410,2.94,0.0,26.24
2021-07-13,0.0,31660.0,0.0,930.0,6950177.0,2488649.0,168921.0,26177410,2.94,0.0,26.55
2021-07-14,0.0,31660.0,0.0,930.0,7030339.0,2578512.0,170025.0,26177410,2.94,0.0,26.86
2021-07-15,0.0,31660.0,0.0,930.0,7110598.0,2669945.0,171692.0,26177410,2.94,0.0,27.16
2021-07-16,0.0,31660.0,0.0,930.0,7189791.0,2753511.0,162759.0,26177410,2.94,0.0,27.47
2021-07-17,0.0,31660.0,0.0,930.0,7243962.0,2801868.0,102528.0,26177410,2.94,0.0,27.67
2021-07-18,875.0,32535.0,5.0,935.0,7274900.0,2828259.0,57329.0,26177410,2.87,3.34,27.79
2021-07-19,0.0,32535.0,0.0,935.0,7363541.0,2906803.0,167185.0,26177410,2.87,0.0,28.13
2021-07-20,0.0,32535.0,0.0,935.0,7449080.0,2994696.0,173432.0,26177410,2.87,0.0,28.46
2021-07-21,0.0,32535.0,0.0,935.0,7548583.0,3090133.0,194940.0,26177410,2.87,0.0,28.84
2021-07-22,0.0,32535.0,0.0,935.0,7643470.0,3183426.0,188180.0,26177410,2.87,0.0,29.2
2021-07-23,0.0,32535.0,0.0,935.0,7739291.0,3271964.0,184359.0,26177410,2.87,0.0,29.56
2021-07-24,0.0,32535.0,0.0,935.0,7803021.0,3327213.0,118979.0,26177410,2.87,0.0,29.81
2021-07-25,1260.0,33795.0,5.0,940.0,7840804.0,3359005.0,69575.0,26177410,2.78,4.81,29.95
2021-07-26,0.0,33795.0,0.0,940.0,7934454.0,3445022.0,179667.0,26177410,2.78,0.0,30.31
2021-07-27,0.0,33795.0,0.0,940.0,8025806.0,3545062.0,191392.0,26177410,2.78,0.0,30.66
